Token,Language,Anglicism,POS,NE,Lemma
pasó,Spn,no,VERB,O,pasar
a,Spn,no,ADP,O,a
un,Spn,no,DET,O,uno
cuarto,Spn,no,ADJ,O,cuartar
intermedio,Spn,no,NOUN,O,intermediar
hasta,Spn,no,ADP,O,hasta
el,Spn,no,DET,O,el
lunes,Spn,no,NOUN,O,lunes
.,PUNCT,no,PUNCT,O,.
Durante,Spn,no,ADP,O,Durante
su,Spn,no,DET,O,su
exposición,Spn,no,NOUN,O,exposición
",",PUNCT,no,PUNCT,O,","
Morfil,Spn,no,PROPN,B,Morfil
desvinculó,Spn,no,VERB,O,desvincular
a,Spn,no,ADP,O,a
María,Spn,no,PROPN,B,María
Jesús,Spn,no,PROPN,I,Jesús
Rivero,Spn,no,PROPN,I,Rivero
del,Spn,no,ADP,O,del
denominado,Spn,no,ADJ,O,denominar
grupo,Spn,no,NOUN,O,grupo
de,Spn,no,ADP,O,de
La,Spn,no,DET,B,La
Rioja,Spn,no,PROPN,I,Rioja
",",PUNCT,no,PUNCT,O,","
ya,Spn,no,ADV,O,ya
que,Spn,no,SCONJ,O,que
“,PUNCT,no,PUNCT,O,“
no,Spn,no,ADV,O,no
consta,Spn,no,VERB,O,constar
en,Spn,no,ADP,O,en
ningún,Spn,no,DET,O,ninguno
registro,Spn,no,NOUN,O,registrar
telefónico,Spn,no,ADJ,O,telefónico
prueba,Spn,no,VERB,O,probar
alguna,Spn,no,DET,O,alguno
de,Spn,no,ADP,O,de
comunicación,Spn,no,NOUN,O,comunicación
entre,Spn,no,ADP,O,entrar
mi,Spn,no,DET,O,mi
defendida,Spn,no,VERB,O,defendido
y,Spn,no,CONJ,O,y
los,Spn,no,DET,O,lo
imputados,Spn,no,ADJ,O,imputar
riojanos,Spn,no,NOUN,O,riojano
”,PUNCT,no,PUNCT,O,”
.,PUNCT,no,PUNCT,O,.
El,Spn,no,DET,B,El
letrado,Spn,no,NOUN,I,letrado
afirmó,Spn,no,VERB,I,afirmar
que,Spn,no,SCONJ,O,que
“,PUNCT,no,PUNCT,O,“
junto,Spn,no,ADJ,O,juntar
a,Spn,no,ADP,O,a
mis,Spn,no,DET,O,mi
clientes,Spn,no,NOUN,O,cliente
estamos,Spn,no,VERB,O,estar
en,Spn,no,ADP,O,en
contra,Spn,no,NOUN,O,contra
de,Spn,no,ADP,O,de
la,Spn,no,DET,O,lo
trata,Spn,no,NOUN,O,tratar
de,Spn,no,ADP,O,de
personas,Spn,no,NOUN,O,personar
y,Spn,no,CONJ,O,y
entendemos,Spn,no,VERB,O,entender
a,Spn,no,ADP,O,a
Susana,Spn,no,PROPN,B,Susana
(,PUNCT,no,PUNCT,O,(
Trimarco,Spn,no,PROPN,B,Trimarco
),PUNCT,no,PUNCT,O,)
como,Spn,no,SCONJ,O,comer
madre,Spn,no,NOUN,O,madre
",",PUNCT,no,PUNCT,O,","
pero,Spn,no,CONJ,O,pero
María,Spn,no,PROPN,B,María
Jesus,Spn,no,PROPN,I,Jesus
también,Spn,no,ADV,O,también
es,Spn,no,AUX,O,ser
madre,Spn,no,NOUN,O,madre
y,Spn,no,CONJ,O,y
a,Spn,no,ADP,O,a
nadie,Spn,no,PRON,O,nadie
le,Spn,no,PRON,O,le
gusta,Spn,no,VERB,O,gustar
que,Spn,no,SCONJ,O,que
se,Spn,no,PRON,O,se
la,Spn,no,DET,O,lo
acuse,Spn,no,NOUN,O,acusar
de,Spn,no,ADP,O,de
un,Spn,no,DET,O,uno
hecho,Spn,no,NOUN,O,hacer
que,Spn,no,PRON,O,que
no,Spn,no,ADV,O,no
ha,Spn,no,AUX,O,haber
cometido,Spn,no,VERB,O,cometer
”,PUNCT,no,PUNCT,O,”
.,PUNCT,no,PUNCT,O,.
No,Spn,no,ADV,B,No
faltaron,Spn,no,VERB,O,faltar
los,Spn,no,DET,O,lo
cuestionamientos,Spn,no,NOUN,O,cuestionamiento
para,Spn,no,ADP,O,parir
Trimarco,Spn,no,PROPN,B,Trimarco
",",PUNCT,no,PUNCT,O,","
quien,Spn,no,PRON,O,quien
",",PUNCT,no,PUNCT,O,","
según,Spn,no,ADP,O,según
Morfil,Spn,no,PROPN,B,Morfil
",",PUNCT,no,PUNCT,O,","
“,PUNCT,no,PUNCT,O,“
no,Spn,no,ADV,O,no
es,Spn,no,AUX,O,ser
la,Spn,no,DET,O,lo
misma,Spn,no,PRON,O,mismo
”,PUNCT,no,PUNCT,O,”
que,Spn,no,PRON,O,que
cuando,Spn,no,SCONJ,O,cuando
desapareció,Spn,no,VERB,O,desaparecer
su,Spn,no,DET,O,su
hija,Spn,no,NOUN,O,hijo
",",PUNCT,no,PUNCT,O,","
y,Spn,no,CONJ,O,y
el,Spn,no,DET,O,el
manejo,Spn,no,NOUN,O,manejar
de,Spn,no,ADP,O,de
fondos,Spn,no,NOUN,O,fondo
de,Spn,no,ADP,O,de
la,Spn,no,DET,O,lo
Fundación,Spn,no,PROPN,B,Fundación
María,Spn,no,PROPN,I,María
de,Spn,no,ADP,I,de
los,Spn,no,DET,I,lo
Angeles,Spn,no,PROPN,I,Angeles
",",PUNCT,no,PUNCT,O,","
destinada,Spn,no,ADJ,O,destinar
a,Spn,no,ADP,O,a
apoyar,Spn,no,VERB,O,apoyar
a,Spn,no,ADP,O,a
víctimas,Spn,no,NOUN,O,víctima
de,Spn,no,ADP,O,de
trata,Spn,no,NOUN,O,tratar
de,Spn,no,ADP,O,de
personas,Spn,no,NOUN,O,personar
.,PUNCT,no,PUNCT,O,.
“,PUNCT,no,PUNCT,O,“
Trimarco,Spn,no,PROPN,B,Trimarco
ahora,Spn,no,ADV,I,ahora
tiene,Spn,no,VERB,O,tener
una,Spn,no,DET,O,uno
gran,Spn,no,ADJ,O,gran
cuota,Spn,no,NOUN,O,cuota
de,Spn,no,ADP,O,de
poder,Spn,no,NOUN,O,poder
”,PUNCT,no,PUNCT,O,”
",",PUNCT,no,PUNCT,O,","
señaló,Spn,no,VERB,O,señalar
.,PUNCT,no,PUNCT,O,.
El,Spn,no,DET,B,El
juicio,Spn,no,NOUN,I,juicio
continará,Spn,no,VERB,I,continará
el,Spn,no,DET,O,el
lunes,Spn,no,NOUN,O,lunes
con,Spn,no,ADP,O,con
el,Spn,no,DET,O,el
alegato,Spn,no,NOUN,O,alegato
del,Spn,no,ADP,O,del
defensor,Spn,no,NOUN,O,defensor
oficial,Spn,no,ADJ,O,oficial
Hernán,Spn,no,PROPN,B,Hernán
Molina,Spn,no,PROPN,I,Molina
",",PUNCT,no,PUNCT,O,","
que,Spn,no,PRON,O,que
representa,Spn,no,VERB,O,representar
a,Spn,no,ADP,O,a
Daniela,Spn,no,PROPN,B,Daniela
Milhein,Spn,no,PROPN,I,Milhein
",",PUNCT,no,PUNCT,O,","
Alejandro,Spn,no,PROPN,B,Alejandro
González,Spn,no,PROPN,I,González
y,Spn,no,CONJ,O,y
Humberto,Spn,no,PROPN,B,Humberto
Juan,Spn,no,PROPN,I,Juan
Derobertis,Spn,no,PROPN,I,Derobertis
.,PUNCT,no,PUNCT,O,.
Los,Spn,no,DET,B,Los
abogados,Spn,no,NOUN,I,abogar
querellantes,Spn,no,ADJ,I,querellante
solicitaron,Spn,no,VERB,O,solicitar
25,NUM,no,NUM,O,25
años,Spn,no,NOUN,O,año
de,Spn,no,ADP,O,de
prisión,Spn,no,NOUN,O,prisión
para,Spn,no,ADP,O,parir
los,Spn,no,DET,O,lo
hermanos,Spn,no,NOUN,O,hermano
Rivero,Spn,no,PROPN,B,Rivero
",",PUNCT,no,PUNCT,O,","
Daniela,Spn,no,PROPN,B,Daniela
Milheim,Spn,no,PROPN,I,Milheim
",",PUNCT,no,PUNCT,O,","
María,Spn,no,PROPN,B,María
Azucena,Spn,no,PROPN,I,Azucena
Márquez,Spn,no,PROPN,I,Márquez
",",PUNCT,no,PUNCT,O,","
Carlos,Spn,no,PROPN,B,Carlos
Luna,Spn,no,PROPN,I,Luna
",",PUNCT,no,PUNCT,O,","
Lidia,Spn,no,PROPN,B,Lidia
Medina,Spn,no,PROPN,I,Medina
y,Spn,no,CONJ,O,y
Gonzalo,Spn,no,PROPN,B,Gonzalo
José,Spn,no,PROPN,I,José
Gómez,Spn,no,PROPN,I,Gómez
",",PUNCT,no,PUNCT,O,","
José,Spn,no,PROPN,B,José
Fernando,Spn,no,PROPN,I,Fernando
Gómez,Spn,no,PROPN,I,Gómez
.,PUNCT,no,PUNCT,O,.
En,Spn,no,ADP,O,En
tanto,Spn,no,NOUN,O,tanto
",",PUNCT,no,PUNCT,O,","
se,Spn,no,PRON,O,se
solicitó,Spn,no,VERB,O,solicitar
24,NUM,no,NUM,O,24
años,Spn,no,NOUN,O,año
de,Spn,no,ADP,O,de
prisión,Spn,no,NOUN,O,prisión
para,Spn,no,ADP,O,parir
Humberto,Spn,no,PROPN,B,Humberto
DeRoberti,Spn,no,PROPN,I,DeRoberti
y,Spn,no,CONJ,O,y
Andrés,Spn,no,PROPN,B,Andrés
González,Spn,no,PROPN,I,González
;,PUNCT,no,PUNCT,O,;
23,NUM,no,NUM,O,23
años,Spn,no,NOUN,O,año
y,Spn,no,CONJ,O,y
siete,Spn,no,NUM,O,siete
meses,Spn,no,NOUN,O,mesar
para,Spn,no,ADP,O,parir
Domingo,Spn,no,PROPN,B,Domingo
Pascual,Spn,no,PROPN,I,Pascual
Andrada,Spn,no,PROPN,I,Andrada
;,PUNCT,no,PUNCT,O,;
23,NUM,no,NUM,O,23
años,Spn,no,NOUN,O,año
y,Spn,no,CONJ,O,y
seis,Spn,no,NUM,O,seis
meses,Spn,no,NOUN,O,mesar
para,Spn,no,ADP,O,parir
Mariana,Spn,no,PROPN,B,Mariana
Natalia,Spn,no,PROPN,I,Natalia
Bustos,Spn,no,PROPN,I,Bustos
",",PUNCT,no,PUNCT,O,","
y,Spn,no,CONJ,O,y
23,NUM,no,NUM,O,23
años,Spn,no,NOUN,O,año
y,Spn,no,CONJ,O,y
seis,Spn,no,NUM,O,seis
meses,Spn,no,NOUN,O,mesar
Paola,Spn,no,PROPN,B,Paola
Gaitán,Spn,no,PROPN,I,Gaitán
.,PUNCT,no,PUNCT,O,.
TÃ,X,no,PROPN,B,TÃ
©,X,no,ADV,I,©
lam,X,no,NOUN,O,lam
﻿,X,no,PROPN,O,﻿
¡,PUNCT,no,PUNCT,B,¡
Hola,Spn,no,PROPN,I,Hola
muchachas,Spn,no,NOUN,O,muchacho
!,PUNCT,no,PUNCT,O,!
|,PUNCT,no,SYM,O,|
Oh,Eng-NE,no,PROPN,B,Oh
My,Eng-NE,no,PROPN,I,My
Blog,Eng-NE,no,PROPN,I,Blog
!,PUNCT,no,PUNCT,O,!
|,PUNCT,no,SYM,O,|
Revista,Spn,no,PROPN,B,Revista
OHLALÁ,Eng-NE,no,PROPN,I,OHLALÁ
!,PUNCT,no,PUNCT,I,!
Último,Spn,no,ADJ,O,Último
momento,Spn,no,NOUN,O,momento
Leer,Spn,no,PROPN,B,Leer
en,Spn,no,ADP,O,en
obtenerNoticiaBomba,X,no,PROPN,O,obtenerNoticiaBomba
(,PUNCT,no,PUNCT,O,(
),PUNCT,no,PUNCT,O,)
;,PUNCT,no,PUNCT,O,;
moda,Spn,no,ADJ,O,moda
actualidad,Spn,no,NOUN,O,actualidad
calidad,Spn,no,NOUN,O,calidad
de,Spn,no,ADP,O,de
vida,Spn,no,NOUN,O,vida
sexo,Spn,no,NOUN,O,sexo
&,PUNCT,no,PROPN,O,&
pareja,Spn,no,ADJ,O,parejo
belleza,Spn,no,NOUN,O,belleza
&,PUNCT,no,PROPN,O,&
salud,Spn,no,NOUN,O,salud
casa,Spn,no,VERB,O,casar
la,Spn,no,DET,O,lo
revista,Spn,no,NOUN,O,revistar
blogs,Eng-CS,no,NOUN,O,blogs
oh,Eng-CS,no,ADP,O,oh
my,Eng-CS,no,PRON,O,my
blog,Eng-CS,no,NOUN,O,blog
de,Spn,no,ADP,O,de
la,Spn,no,DET,O,lo
mama,Spn,no,NOUN,O,mamar
de,Spn,no,ADP,O,de
mili,Spn,no,NOUN,O,mili
de,Spn,no,ADP,O,de
la,Spn,no,DET,O,lo
cabeza,Spn,no,NOUN,O,cabeza
!,PUNCT,no,PUNCT,O,!
Si,Spn,no,SCONJ,O,Si
",",PUNCT,no,PUNCT,O,","
quiero,Spn,no,VERB,O,querer
!,PUNCT,no,PUNCT,O,!
Me,Spn,no,PRON,O,Me
voy,Spn,no,AUX,O,ir
a,Spn,no,ADP,O,a
vivir,Spn,no,VERB,O,vivir
sola,Spn,no,ADJ,O,solo
Pipí,Spn,no,PROPN,B,Pipí
Cucú,Spn,no,PROPN,I,Cucú
¡,PUNCT,no,PUNCT,I,¡
Hola,Spn,no,PROPN,I,Hola
muchachas,Spn,no,NOUN,O,muchacho
!,PUNCT,no,PUNCT,O,!
Publicado,Spn,no,ADJ,B,Publicado
:,PUNCT,no,PUNCT,O,:
23,NUM,no,NUM,O,23
.,PUNCT,no,PUNCT,O,.
11,NUM,no,NUM,O,11
.,PUNCT,no,PUNCT,O,.
2012,NUM,no,NUM,O,2012
|,PUNCT,no,SYM,O,|
11,NUM,no,NUM,O,11
:,PUNCT,no,PUNCT,O,:
16,NUM,no,NUM,O,16
Resulta,Spn,no,VERB,B,Resulta
que,Spn,no,SCONJ,O,que
hablar,Spn,no,VERB,O,hablar
tanto,Spn,no,ADV,O,tanto
del,Spn,no,ADP,O,del
Ejército,Spn,no,PROPN,B,Ejército
de,Spn,no,ADP,O,de
Salvación,Spn,no,PROPN,B,Salvación
me,Spn,no,PRON,O,me
llevó,Spn,no,VERB,O,llevar
a,Spn,no,ADP,O,a
revolver,Spn,no,VERB,O,revolver
en,Spn,no,ADP,O,en
mi,Spn,no,DET,O,mi
placard,Spn,no,ADJ,O,placard
y,Spn,no,CONJ,O,y
encontré,Spn,no,VERB,O,encontrar
este,Spn,no,DET,O,este
bello,Spn,no,NOUN,O,bello
vestido,Spn,no,ADJ,O,vestir
que,Spn,no,PRON,O,que
alguna,Spn,no,DET,O,alguno
vez,Spn,no,NOUN,O,vez
me,Spn,no,PRON,O,me
compré,Spn,no,VERB,O,comprar
en,Spn,no,ADP,O,en
una,Spn,no,DET,O,uno
feria,Spn,no,NOUN,O,feriar
de,Spn,no,ADP,O,de
ropa,Spn,no,NOUN,O,ropa
usada,Spn,no,ADJ,O,usar
por,Spn,no,ADP,O,por
Once,Spn,no,PROPN,B,Once
.,PUNCT,no,PUNCT,I,.
(,PUNCT,no,PUNCT,O,(
Espero,Spn,no,VERB,B,Espero
que,Spn,no,SCONJ,O,que
encontremos,Spn,no,VERB,O,encontrar
cosas,Spn,no,NOUN,O,coser
de,Spn,no,ADP,O,de
este,Spn,no,DET,O,este
estilo,Spn,no,NOUN,O,estilar
en,Spn,no,ADP,O,en
nuestra,Spn,no,DET,O,nuestro
visita,Spn,no,NOUN,O,visitar
a,Spn,no,ADP,O,a
Pompeya,Spn,no,PROPN,B,Pompeya
),PUNCT,no,PUNCT,O,)
.,PUNCT,no,PUNCT,O,.
Lo,Spn,no,DET,B,Lo
usé,Spn,no,AUX,I,usar
ayer,Spn,no,ADV,I,ayer
a,Spn,no,ADP,O,a
la,Spn,no,DET,O,lo
tarde,Spn,no,NOUN,O,tardar
para,Spn,no,ADP,O,parir
ir,Spn,no,VERB,O,ir
al,Spn,no,ADP,O,al
cumpleaños,Spn,no,NOUN,O,cumpleaños
de,Spn,no,ADP,O,de
una,Spn,no,DET,O,uno
amiga,Spn,no,NOUN,O,amigo
y,Spn,no,CONJ,O,y
lo,Spn,no,PRON,O,el
comparto,Spn,no,VERB,O,compartir
hoy,Spn,no,ADV,O,hoy
con,Spn,no,ADP,O,con
el,Spn,no,DET,O,el
fin,Spn,no,NOUN,O,fin
de,Spn,no,ADP,O,de
proponerles,Spn,no,ADJ,O,proponerles
estampados,Spn,no,ADJ,O,estampar
florales,Spn,no,ADJ,O,floral
en,Spn,no,ADP,O,en
dibujos,Spn,no,NOUN,O,dibujo
y,Spn,no,CONJ,O,y
colores,Spn,no,NOUN,O,colorir
aqua,Spn,no,VERB,O,aqua
para,Spn,no,ADP,O,parir
el,Spn,no,DET,O,el
fin,Spn,no,NOUN,O,fin
de,Spn,no,ADP,O,de
semana,Spn,no,NOUN,O,semana
.,PUNCT,no,PUNCT,O,.
Me,Spn,no,PRON,B,Me
acuerdo,Spn,no,VERB,I,acordar
",",PUNCT,no,PUNCT,O,","
que,Spn,no,PRON,O,que
en,Spn,no,ADP,O,en
su,Spn,no,DET,O,su
momento,Spn,no,NOUN,O,momento
",",PUNCT,no,PUNCT,O,","
lo,Spn,no,DET,O,el
que,Spn,no,PRON,O,que
me,Spn,no,PRON,O,me
llevó,Spn,no,VERB,O,llevar
a,Spn,no,ADP,O,a
elegir,Spn,no,VERB,O,elegir
el,Spn,no,DET,O,el
vestido,Spn,no,NOUN,O,vestir
fue,Spn,no,AUX,O,ser
su,Spn,no,DET,O,su
forma,Spn,no,NOUN,O,formar
recta,Spn,no,ADJ,O,recto
que,Spn,no,PRON,O,que
favorece,Spn,no,VERB,O,favorecer
a,Spn,no,ADP,O,a
cuerpos,Spn,no,NOUN,O,cuerpo
como,Spn,no,SCONJ,O,comer
el,Spn,no,DET,O,el
mío,Spn,no,DET,O,miar
",",PUNCT,no,PUNCT,O,","
su,Spn,no,DET,O,su
material,Spn,no,NOUN,O,material
de,Spn,no,ADP,O,de
seda,Spn,no,NOUN,O,sedar
noble,Spn,no,ADJ,O,noble
y,Spn,no,CONJ,O,y
sobre,Spn,no,ADP,O,sobrar
todo,Spn,no,PRON,O,todo
los,Spn,no,DET,O,lo
colores,Spn,no,NOUN,O,colorir
;,PUNCT,no,PUNCT,O,;
la,Spn,no,DET,O,lo
paleta,Spn,no,NOUN,O,paleto
y,Spn,no,CONJ,O,y
el,Spn,no,DET,O,el
estampado,Spn,no,NOUN,O,estampar
me,Spn,no,PRON,O,me
hacían,Spn,no,AUX,O,hacer
acordar,Spn,no,VERB,O,acordar
a,Spn,no,ADP,O,a
una,Spn,no,PRON,O,uno
de,Spn,no,ADP,O,de
las,Spn,no,DET,O,los
últimas,Spn,no,ADJ,O,último
colecciones,Spn,no,NOUN,O,coleccionar
de,Spn,no,ADP,O,de
Antonio,Spn,no,PROPN,B,Antonio
Marras,Spn,no,PROPN,I,Marras
para,Spn,no,ADP,O,parir
Kenzo,Spn,no,PROPN,B,Kenzo
que,Spn,no,SCONJ,O,que
fue,Spn,no,AUX,O,ser
sin,Spn,no,ADP,O,sin
dudas,Spn,no,NOUN,O,dudar
mi,Spn,no,DET,O,mi
preferida,Spn,no,ADJ,O,preferir
(,PUNCT,no,PUNCT,O,(
les,Spn,no,PRON,O,les
dejos,Spn,no,ADJ,O,dejo
algunas,Spn,no,DET,O,alguno
imágenes,Spn,no,NOUN,O,imagen
),PUNCT,no,PUNCT,O,)
.,PUNCT,no,PUNCT,O,.
El,Spn,no,DET,B,El
vestido,Spn,no,NOUN,I,vestir
es,Spn,no,AUX,I,ser
recto,Spn,no,ADJ,I,recto
y,Spn,no,CONJ,O,y
el,Spn,no,DET,O,el
largo,Spn,no,ADJ,O,largar
llega,Spn,no,VERB,O,llegar
hasta,Spn,no,ADP,O,hasta
la,Spn,no,DET,O,lo
rodilla,Spn,no,NOUN,O,rodilla
",",PUNCT,no,PUNCT,O,","
lo,Spn,no,PRON,O,el
combiné,Spn,no,VERB,O,combinar
con,Spn,no,ADP,O,con
una,Spn,no,DET,O,uno
camisa,Spn,no,NOUN,O,camisa
de,Spn,no,ADP,O,de
gasa,Spn,no,NOUN,O,gasa
de,Spn,no,ADP,O,de
manga,Spn,no,NOUN,O,mangar
corta,Spn,no,ADJ,O,corto
de,Spn,no,ADP,O,de
Clara,Spn,no,PROPN,B,Clara
Ibarguren,Spn,no,PROPN,I,Ibarguren
(,PUNCT,no,PUNCT,O,(
gran,Spn,no,ADJ,O,gran
nuevo,Spn,no,ADJ,O,nuevo
básico,Spn,no,NOUN,O,básico
),PUNCT,no,PUNCT,O,)
",",PUNCT,no,PUNCT,O,","
unos,Spn,no,DET,O,uno
mocasines,Eng-AdaptedAng,yes,NOUN,O,mocasín
rosa,Spn,no,NOUN,O,rosa
con,Spn,no,ADP,O,con
apliques,Spn,no,NOUN,O,aplique
y,Spn,no,CONJ,O,y
flecos,Spn,no,ADJ,O,fleco
en,Spn,no,ADP,O,en
dorado,Spn,no,ADJ,O,dorar
de,Spn,no,ADP,O,de
Le,Eng-NE,no,PROPN,B,Le
Loup,Eng-NE,no,PROPN,I,Loup
",",PUNCT,no,PUNCT,O,","
cartera,Spn,no,NOUN,O,cartero
tipo,Spn,no,NOUN,O,tipo
maletín,Spn,no,NOUN,O,maletín
pequeño,Spn,no,ADJ,O,pequeño
de,Spn,no,ADP,O,de
la,Spn,no,DET,O,lo
última,Spn,no,ADJ,O,último
línea,Spn,no,NOUN,O,líneo
de,Spn,no,ADP,O,de
ropa,Spn,no,NOUN,O,ropa
que,Spn,no,PRON,O,que
hice,Spn,no,VERB,O,hacer
para,Spn,no,ADP,O,parir
Yagmour,Spn,no,PROPN,B,Yagmour
y,Spn,no,CONJ,O,y
pulseras,Spn,no,NOUN,O,pulsera
con,Spn,no,ADP,O,con
apliques,Spn,no,NOUN,O,aplique
plásticos,Spn,no,ADJ,O,plástico
símil,Spn,no,NOUN,O,símil
piedra,Spn,no,PROPN,O,piedra
que,Spn,no,PRON,O,que
compré,Spn,no,VERB,O,comprar
en,Spn,no,ADP,O,en
mi,Spn,no,DET,O,mi
último,Spn,no,ADJ,O,último
viaje,Spn,no,NOUN,O,viajar
.,PUNCT,no,PUNCT,O,.
¿,PUNCT,no,PUNCT,O,¿
Qué,Spn,no,DET,B,Qué
planes,Spn,no,NOUN,O,plan
tienen,Spn,no,VERB,O,tener
para,Spn,no,ADP,O,parir
el,Spn,no,DET,O,el
fin,Spn,no,NOUN,O,fin
de,Spn,no,ADP,O,de
semana,Spn,no,NOUN,O,semana
?,PUNCT,no,PUNCT,O,?
Yo,Spn,no,PRON,B,Yo
parto,Spn,no,VERB,I,partir
a,Spn,no,ADP,I,a
Córdoba,Spn,no,PROPN,I,Córdoba
a,Spn,no,ADP,O,a
un,Spn,no,DET,O,uno
casamiento,Spn,no,NOUN,O,casamiento
",",PUNCT,no,PUNCT,O,","
¡,PUNCT,no,PUNCT,B,¡
en,Spn,no,ADP,O,en
el,Spn,no,DET,O,el
medio,Spn,no,NOUN,O,mediar
de,Spn,no,ADP,O,de
las,Spn,no,DET,O,los
sierras,Spn,no,NOUN,O,sierra
!,PUNCT,no,PUNCT,O,!
¡,PUNCT,no,PUNCT,B,¡
Un,Spn,no,DET,I,Un
poco,Spn,no,ADV,O,poco
de,Spn,no,ADP,O,de
montaña,Spn,no,NOUN,O,montaña
y,Spn,no,CONJ,O,y
rio,Spn,no,NOUN,O,rio
no,Spn,no,ADV,O,no
vendrán,Spn,no,VERB,O,venir
nada,Spn,no,PRON,O,nadar
mal,Spn,no,ADV,O,mal
!,PUNCT,no,PUNCT,O,!
Pásenla,Spn,no,PROPN,B,Pásenla
lindo,Spn,no,NOUN,O,lindar
",",PUNCT,no,PUNCT,O,","
descansen,Spn,no,VERB,O,descansar
y,Spn,no,CONJ,O,y
si,Spn,no,SCONJ,O,si
están,Spn,no,AUX,O,estar
paseando,Spn,no,VERB,O,pasear
por,Spn,no,ADP,O,por
la,Spn,no,DET,O,lo
ciudad,Spn,no,NOUN,O,ciudad
",",PUNCT,no,PUNCT,O,","
no,Spn,no,ADV,O,no
se,Spn,no,PRON,O,se
pierdan,Spn,no,VERB,O,perder
de,Spn,no,ADP,O,de
sacar,Spn,no,VERB,O,sacar
fotos,Spn,no,NOUN,O,foto
a,Spn,no,ADP,O,a
los,Spn,no,DET,O,lo
jacarandás,Spn,no,NOUN,O,jacarandá
!,PUNCT,no,PUNCT,O,!
¡,PUNCT,no,PUNCT,B,¡
Saludos,Spn,no,NOUN,I,Saludos
y,Spn,no,CONJ,O,y
muy,Spn,no,ADV,O,muy
buenos,Spn,no,ADJ,O,bueno
días,Spn,no,NOUN,O,día
!,PUNCT,no,PUNCT,O,!
Lulu,Spn,no,NUM,B,Lulu
Entradas,Spn,no,PROPN,O,Entradas
anteriores,Spn,no,ADJ,O,anterior
¡,PUNCT,no,PUNCT,B,¡
Hola,Spn,no,NUM,I,Hola
muchachas,Spn,no,NOUN,O,muchacho
!,PUNCT,no,PUNCT,O,!
Blanco,Spn,no,PROPN,B,Blanco
en,Spn,no,ADP,O,en
los,Spn,no,DET,O,lo
zapatos,Spn,no,NOUN,O,zapato
Sr.,Spn,no,PROPN,B,Sr.
Amor,Spn,no,PROPN,I,Amor
Colores,Spn,no,PROPN,I,Colores
claros,Spn,no,ADJ,O,claro
",",PUNCT,no,PUNCT,O,","
colores,Spn,no,NOUN,O,colorir
pastel,Spn,no,NOUN,O,pastel
En,Spn,no,ADP,O,En
este,Spn,no,DET,O,este
nosocomio,X,no,NOUN,O,nosocomio
estÃ,X,no,ADJ,O,estÃ
¡,PUNCT,no,PUNCT,O,¡
internada,Spn,no,VERB,O,internar
la,Spn,no,DET,O,lo
mujer,Spn,no,NOUN,O,mujer
(,PUNCT,no,PUNCT,O,(
archivo,Spn,no,NOUN,O,archivar
),PUNCT,no,PUNCT,O,)
.,PUNCT,no,PUNCT,O,.
Una,Spn,no,DET,B,Una
mujer,Spn,no,NOUN,I,mujer
se,Spn,no,PRON,I,se
encuentra,Spn,no,VERB,I,encontrar
internada,Spn,no,ADJ,O,internar
en,Spn,no,ADP,O,en
grave,Spn,no,ADJ,O,gravar
estado,Spn,no,NOUN,O,estar
después,Spn,no,ADV,O,después
de,Spn,no,ADP,O,de
ser,Spn,no,AUX,O,ser
rociada,Spn,no,VERB,O,rociar
con,Spn,no,ADP,O,con
un,Spn,no,DET,O,uno
líquido,Spn,no,NOUN,O,líquido
inflamable,Spn,no,ADJ,O,inflamable
y,Spn,no,CONJ,O,y
prendida,Spn,no,ADJ,O,prender
fuego,Spn,no,NOUN,O,fuego
por,Spn,no,ADP,O,por
su,Spn,no,DET,O,su
esposo,Spn,no,NOUN,O,esposar
.,PUNCT,no,PUNCT,O,.
El,Spn,no,DET,B,El
hombre,Spn,no,NOUN,I,hombre
",",PUNCT,no,PUNCT,O,","
que,Spn,no,PRON,O,que
es,Spn,no,AUX,O,ser
intensamente,Spn,no,ADV,O,intensamente
buscado,Spn,no,ADJ,O,buscar
por,Spn,no,ADP,O,por
la,Spn,no,DET,O,lo
policía,Spn,no,NOUN,O,policía
",",PUNCT,no,PUNCT,O,","
tiene,Spn,no,VERB,O,tener
antecedentes,Spn,no,NOUN,O,antecedente
de,Spn,no,ADP,O,de
ser,Spn,no,AUX,O,ser
un,Spn,no,DET,O,uno
hombre,Spn,no,NOUN,O,hombre
violento,Spn,no,ADJ,O,violentar
.,PUNCT,no,PUNCT,O,.
El,Spn,no,DET,B,El
hecho,Spn,no,NOUN,I,hacer
tuvo,Spn,no,VERB,I,tener
lugar,Spn,no,NOUN,I,lugar
en,Spn,no,ADP,O,en
la,Spn,no,DET,O,lo
localidad,Spn,no,NOUN,O,localidad
bonaerense,Spn,no,ADJ,O,bonaerense
de,Spn,no,ADP,O,de
Guernica,Spn,no,PROPN,B,Guernica
.,PUNCT,no,PUNCT,O,.
Una,Spn,no,DET,B,Una
mujer,Spn,no,NOUN,I,mujer
resultó,Spn,no,VERB,I,resultar
con,Spn,no,ADP,I,con
graves,Spn,no,ADJ,I,grave
quemaduras,Spn,no,NOUN,I,quemadura
en,Spn,no,ADP,O,en
su,Spn,no,DET,O,su
casa,Spn,no,NOUN,O,casar
de,Spn,no,ADP,O,de
la,Spn,no,DET,O,lo
