Token,Language,POS,NE,Lemma,Anglicism
a,ADP,ADP,O,a,No
nivel,,NOUN,O,nivel,
internacional,,ADJ,O,internacional,
.,PUNCT,PUNCT,O,.,No
Margarita,PROPN,PROPN,B,Margarita,No
Ziade,PROPN,PROPN,I,Ziade,No
es,AUX,AUX,O,ser,No
la,DET,DET,O,lo,No
directora,,NOUN,O,director,
de,ADP,ADP,O,de,No
la,DET,DET,O,lo,No
filial,,NOUN,O,filial,
argentina,,ADJ,O,argentino,
desde,ADP,ADP,O,desde,No
hace,AUX,AUX,O,hacer,No
5,NUM,NUM,O,5,No
años,,NOUN,O,año,
",",PUNCT,PUNCT,O,",",No
y,CONJ,CONJ,O,y,No
nunca,ADV,ADV,O,nunca,No
va,AUX,AUX,O,ir,No
a,ADP,ADP,O,a,No
olvidar,,VERB,O,olvidar,
el,DET,DET,O,el,No
día,Stop Word,NOUN,O,día,No
que,PRON,PRON,O,que,No
pasó,,VERB,O,pasar,
de,ADP,ADP,O,de,No
estar,AUX,AUX,O,estar,No
haciendo,Stop Word,VERB,O,hacer,No
durante,ADP,ADP,O,durante,No
dos,NUM,NUM,O,do,No
horas,Stop Word,NOUN,O,hora,No
una,DET,DET,O,uno,No
presentación,,NOUN,O,presentación,
formal,,ADJ,O,formal,
en,ADP,ADP,O,en,No
una,DET,DET,O,uno,No
empresa,,NOUN,O,empresa,
muy,ADV,ADV,O,muy,No
importante,,ADJ,O,importante,
a,ADP,ADP,O,a,No
ayudar,,VERB,O,ayudar,
al,ADP,ADP,O,al,No
CEO,PROPN,PROPN,O,CEO,No
a,ADP,ADP,O,a,No
sacarle,PRON,PRON,O,sacarle,No
una,DET,DET,O,uno,No
foto,,NOUN,O,foto,
a,ADP,ADP,O,a,No
uno,PRON,PRON,O,unir,No
de,ADP,ADP,O,de,No
los,DET,DET,O,lo,No
perros,,NOUN,O,perro,
con,ADP,ADP,O,con,No
los,DET,DET,O,lo,No
que,PRON,PRON,O,que,No
trabaja,Stop Word,VERB,O,trabajar,No
para,ADP,ADP,O,parir,No
mandársela,,NOUN,O,mandársela,
a,ADP,ADP,O,a,No
su,DET,DET,O,su,No
jefe,,NOUN,O,jefe,
a,ADP,ADP,O,a,No
Inglaterra,PROPN,PROPN,B,Inglaterra,No
.,PUNCT,PUNCT,O,.,No
"""",PUNCT,PUNCT,O,"""",No
Salimos,Name Entity,VERB,B,Salimos,No
de,ADP,ADP,I,de,No
lo,DET,DET,I,el,No
comercial,Name Entity,ADJ,I,comercial,No
y,CONJ,CONJ,I,y,No
empezamos,AUX,AUX,I,empezar,No
a,ADP,ADP,I,a,No
hablar,Name Entity,VERB,I,hablar,No
de,ADP,ADP,I,de,No
su,DET,DET,I,su,No
perro,Name Entity,NOUN,I,perro,No
y,CONJ,CONJ,O,y,No
a,ADP,ADP,O,a,No
generar,,VERB,O,generar,
otro,DET,DET,O,otro,No
tipo,,NOUN,O,tipo,
de,ADP,ADP,O,de,No
vínculo,,NOUN,O,vínculo,
.,PUNCT,PUNCT,O,.,No
Eso,PRON,PRON,B,Eso,No
nunca,ADV,ADV,I,nunca,No
hubiese,AUX,AUX,I,haber,No
sucedido,Name Entity,VERB,I,suceder,No
si,SCONJ,SCONJ,I,si,No
no,ADV,ADV,I,no,No
estaba,AUX,AUX,O,estar,No
uno,PRON,PRON,O,unir,No
de,ADP,ADP,O,de,No
nuestros,DET,DET,O,nuestro,No
perros,,NOUN,O,perro,
ahí,ADV,ADV,O,ahí,No
"""",PUNCT,PUNCT,O,"""",No
",",PUNCT,PUNCT,O,",",No
cuenta,Stop Word,NOUN,O,contar,No
Margarita,PROPN,PROPN,B,Margarita,No
.,PUNCT,PUNCT,O,.,No
El,DET,DET,B,El,No
perro,Name Entity,NOUN,I,perro,No
como,SCONJ,SCONJ,I,comer,No
compañía,Name Entity,NOUN,I,compañía,No
en,ADP,ADP,O,en,No
la,DET,DET,O,lo,No
oficina,,NOUN,O,oficina,
",",PUNCT,PUNCT,O,",",No
una,DET,DET,O,uno,No
opción,,NOUN,O,opción,
que,PRON,PRON,O,que,No
suma,,VERB,O,sumo,
adeptos,,NOUN,O,adepto,
Margarita,PROPN,PROPN,B,Margarita,No
cree,,VERB,O,creer,
que,SCONJ,SCONJ,O,que,No
los,DET,DET,O,lo,No
animales,,NOUN,O,animal,
en,ADP,ADP,O,en,No
el,DET,DET,O,el,No
entorno,,NOUN,O,entornar,
laboral,,ADJ,O,laboral,
descontracturan,,VERB,O,descontracturan,
",",PUNCT,PUNCT,O,",",No
relajan,,VERB,O,relajar,
y,CONJ,CONJ,O,y,No
motivan,,VERB,O,motivar,
porque,SCONJ,SCONJ,O,porque,No
son,AUX,AUX,O,ser,No
una,DET,DET,O,uno,No
conexión,,NOUN,O,conexión,
con,ADP,ADP,O,con,No
el,DET,DET,O,el,No
placer,,NOUN,O,placer,
.,PUNCT,PUNCT,O,.,No
"""",PUNCT,PUNCT,O,"""",No
Es,AUX,AUX,O,Es,No
un,DET,DET,O,uno,No
momento,Stop Word,NOUN,O,momento,No
de,ADP,ADP,O,de,No
pausa,,NOUN,O,pausar,
que,PRON,PRON,O,que,No
genera,,VERB,O,generar,
unión,,NOUN,O,unión,
entre,ADP,ADP,O,entrar,No
los,DET,DET,O,lo,No
compañeros,,NOUN,O,compañero,
.,PUNCT,PUNCT,O,.,No
Cada,DET,DET,B,Cada,No
uno,PRON,PRON,O,unir,No
sale,,VERB,O,salir,
de,ADP,ADP,O,de,No
su,DET,DET,O,su,No
computadora,,NOUN,O,computador,
o,CONJ,CONJ,O,o,No
su,DET,DET,O,su,No
teléfono,,NOUN,O,teléfono,
y,CONJ,CONJ,O,y,No
comparte,,VERB,O,compartir,
ese,DET,DET,O,ese,No
momento,Stop Word,NOUN,O,momento,No
con,ADP,ADP,O,con,No
los,DET,DET,O,lo,No
otros,PRON,PRON,O,otro,No
",",PUNCT,PUNCT,O,",",No
los,PRON,PRON,O,lo,No
conoce,,VERB,O,conocer,
más,ADV,ADV,O,más,No
"""",PUNCT,PUNCT,O,"""",No
",",PUNCT,PUNCT,O,",",No
sostiene,,VERB,O,sostener,
.,PUNCT,PUNCT,O,.,No
Alicia,PROPN,PROPN,B,Alicia,No
Dell,PROPN,PROPN,I,Dell,No
',SYM,SYM,I,',No
Arciprette,PROPN,PROPN,I,Arciprette,No
",",PUNCT,PUNCT,O,",",No
directora,,NOUN,O,director,
de,ADP,ADP,O,de,No
la,DET,DET,O,lo,No
Asociación,PROPN,PROPN,O,Asociación,No
Argentina,PROPN,PROPN,O,Argentina,No
de,ADP,ADP,O,de,No
Terapia,PROPN,PROPN,O,Terapia,No
Asistida,PROPN,PROPN,O,Asistida,No
con,ADP,ADP,O,con,No
Perros,PROPN,PROPN,B,Perros,No
(,PUNCT,PUNCT,O,(,No
Tacop,PROPN,PROPN,B,Tacop,No
),PUNCT,PUNCT,O,),No
",",PUNCT,PUNCT,O,",",No
es,AUX,AUX,O,ser,No
otra,DET,DET,O,otro,No
especialista,,NOUN,O,especialista,
en,ADP,ADP,O,en,No
el,DET,DET,O,el,No
tema,,NOUN,O,temer,
.,PUNCT,PUNCT,O,.,No
"""",PUNCT,PUNCT,O,"""",No
El,DET,DET,O,El,No
contacto,,NOUN,O,contactar,
con,ADP,ADP,O,con,No
un,DET,DET,O,uno,No
animal,,NOUN,O,animal,
tiene,Stop Word,VERB,O,tener,No
beneficios,,NOUN,O,beneficio,
emocionales,,ADJ,O,emocional,
y,CONJ,CONJ,O,y,No
físicos,,ADJ,O,físico,
.,PUNCT,PUNCT,O,.,No
Sólo,ADV,ADV,B,Sólo,No
con,ADP,ADP,O,con,No
acariciarlo,,VERB,O,acariciarlo,
te,PRON,PRON,O,te,No
baja,,VERB,O,bajo,
la,DET,DET,O,lo,No
presión,,NOUN,O,presión,
sanguínea,,ADJ,O,sanguíneo,
",",PUNCT,PUNCT,O,",",No
te,PRON,PRON,O,te,No
ayuda,,VERB,O,ayudar,
a,ADP,ADP,O,a,No
disminuir,,VERB,O,disminuir,
el,DET,DET,O,el,No
nivel,,NOUN,O,nivel,
de,ADP,ADP,O,de,No
stress,,NOUN,O,stress,
y,CONJ,CONJ,O,y,No
te,PRON,PRON,O,te,No
relaja,,VERB,O,relajar,
para,ADP,ADP,O,parir,No
trabajar,Stop Word,VERB,O,trabajar,No
"""",PUNCT,PUNCT,O,"""",No
",",PUNCT,PUNCT,O,",",No
explica,,VERB,O,explicar,
Alicia,PROPN,PROPN,B,Alicia,No
.,PUNCT,PUNCT,I,.,No
Pero,CONJ,CONJ,O,Pero,No
",",PUNCT,PUNCT,O,",",No
más,ADV,ADV,O,más,No
allá,ADV,ADV,O,allá,No
de,ADP,ADP,O,de,No
lo,DET,DET,O,el,No
beneficiosos,,NOUN,O,beneficioso,
que,PRON,PRON,O,que,No
puede,AUX,AUX,O,poder,No
ser,AUX,AUX,O,ser,No
",",PUNCT,PUNCT,O,",",No
Alicia,PROPN,PROPN,B,Alicia,No
aclara,,VERB,O,aclarar,
que,SCONJ,SCONJ,O,que,No
es,AUX,AUX,O,ser,No
elemental,,ADJ,O,elemental,
que,SCONJ,SCONJ,O,que,No
estos,DET,DET,O,este,No
animales,,NOUN,O,animal,
estén,AUX,AUX,O,estar,No
seleccionados,,ADJ,O,seleccionar,
y,CONJ,CONJ,O,y,No
adiestrados,,ADJ,O,adiestrar,
.,PUNCT,PUNCT,O,.,No
"""",PUNCT,PUNCT,O,"""",No
En,ADP,ADP,B,En,No
nuestro,DET,DET,I,nuestro,No
país,Name Entity,NOUN,I,país,No
no,ADV,ADV,I,no,No
están,AUX,AUX,I,estar,No
regulados,Name Entity,NOUN,I,regular,No
ni,CONJ,CONJ,I,ni,No
los,DET,DET,I,lo,No
perros,Name Entity,NOUN,I,perro,No
lazarillos,Name Entity,ADJ,I,lazarillo,No
.,PUNCT,PUNCT,O,.,No
La,DET,DET,B,La,No
ley,Name Entity,NOUN,I,ley,No
26858,NUM,NUM,I,26858,No
de,ADP,ADP,O,de,No
acceso,,NOUN,O,acceso,
",",PUNCT,PUNCT,O,",",No
deambulación,,NOUN,O,deambulación,
y,CONJ,CONJ,O,y,No
permanencia,,NOUN,O,permanencia,
para,ADP,ADP,O,parir,No
personas,,NOUN,O,personar,
con,ADP,ADP,O,con,No
discapacidad,,NOUN,O,discapacidad,
acompañados,,ADJ,O,acompañar,
por,ADP,ADP,O,por,No
perro,,NOUN,O,perro,
guía,,VERB,O,guiar,
o,CONJ,CONJ,O,o,No
de,ADP,ADP,O,de,No
asistencia,,NOUN,O,asistencia,
",",PUNCT,PUNCT,O,",",No
sancionada,,ADJ,O,sancionar,
en,ADP,ADP,O,en,No
el,DET,DET,O,el,No
2013,,NOUN,O,2013,
",",PUNCT,PUNCT,O,",",No
nunca,ADV,ADV,O,nunca,No
fue,AUX,AUX,O,ser,No
regulada,,VERB,O,regular,
.,PUNCT,PUNCT,O,.,No
Tampoco,ADV,ADV,B,Tampoco,No
hay,AUX,AUX,I,haber,No
un,DET,DET,I,uno,No
registro,Name Entity,NOUN,I,registrar,No
de,ADP,ADP,I,de,No
estos,DET,DET,I,este,No
animales,Name Entity,NOUN,I,animal,No
"""",PUNCT,PUNCT,O,"""",No
",",PUNCT,PUNCT,O,",",No
afirma,,VERB,O,afirmar,
.,PUNCT,PUNCT,O,.,No
Bocalán,PROPN,PROPN,B,Bocalán,No
tiene,Stop Word,VERB,O,tener,No
diferentes,DET,DET,O,diferente,No
tipos,,NOUN,O,tipo,
de,ADP,ADP,O,de,No
actividades,,NOUN,O,actividad,
ideadas,,ADJ,O,idear,
específicamente,ADV,ADV,O,específicamente,No
para,ADP,ADP,O,parir,No
el,DET,DET,O,el,No
ámbito,,NOUN,O,ámbito,
empresarial,,ADJ,O,empresarial,
.,PUNCT,PUNCT,O,.,No
Pasean,Name Entity,VERB,B,Pasean,No
a,ADP,ADP,O,a,No
los,DET,DET,O,lo,No
perros,,NOUN,O,perro,
por,ADP,ADP,O,por,No
las,DET,DET,O,los,No
oficinas,,NOUN,O,oficina,
para,ADP,ADP,O,parir,No
que,SCONJ,SCONJ,O,que,No
interactúen,,VERB,O,interactuar,
libremente,ADV,ADV,O,libremente,No
con,ADP,ADP,O,con,No
las,DET,DET,O,los,No
personas,,NOUN,O,personar,
que,PRON,PRON,O,que,No
trabajan,Stop Word,VERB,O,trabajar,No
en,ADP,ADP,O,en,No
el,DET,DET,O,el,No
lugar,Stop Word,NOUN,O,lugar,No
",",PUNCT,PUNCT,O,",",No
hacen,Stop Word,VERB,O,hacer,No
encuentros,,NOUN,O,encuentro,
informativos,,ADJ,O,informativo,
para,ADP,ADP,O,parir,No
los,DET,DET,O,lo,No
empleados,,NOUN,O,emplear,
y,CONJ,CONJ,O,y,No
ejercicios,,NOUN,O,ejercicio,
para,ADP,ADP,O,parir,No
trabajar,Stop Word,VERB,O,trabajar,No
valores,,NOUN,O,valorar,
empresariales,,ADJ,O,empresarial,
puntuales,,ADJ,O,puntual,
.,PUNCT,PUNCT,O,.,No
Por,ADP,ADP,B,Por,No
ejemplo,Stop Word,NOUN,I,ejemplo,No
",",PUNCT,PUNCT,I,",",No
el,DET,DET,I,el,No
año,Name Entity,NOUN,I,año,No
pasado,Stop Word,ADJ,I,pasar,No
Bocalán,PROPN,PROPN,I,Bocalán,No
visitó,,VERB,O,visitar,
tres,NUM,NUM,O,tres,No
veces,Stop Word,NOUN,O,vez,No
Bayer,PROPN,PROPN,B,Bayer,No
.,PUNCT,PUNCT,O,.,No
La,DET,DET,B,La,No
empresa,Name Entity,NOUN,I,empresa,No
",",PUNCT,PUNCT,O,",",No
desde,ADP,ADP,O,desde,No
su,DET,DET,O,su,No
división,,NOUN,O,división,
de,ADP,ADP,O,de,No
sanidad,,NOUN,O,sanidad,
animal,,ADJ,O,animal,
",",PUNCT,PUNCT,O,",",No
apoya,,VERB,O,apoyar,
actividades,,NOUN,O,actividad,
que,PRON,PRON,O,que,No
podrían,AUX,AUX,O,poder,No
calificarse,,VERB,O,calificarse,
como,SCONJ,SCONJ,O,comer,No
"""",PUNCT,PUNCT,O,"""",No
pet,ADP,ADP,O,pet,No
friendly,,NOUN,O,friendly,
"""",PUNCT,PUNCT,O,"""",No
y,CONJ,CONJ,O,y,No
para,ADP,ADP,O,parir,No
el,DET,DET,O,el,No
día,Stop Word,NOUN,O,día,No
del,ADP,ADP,O,del,No
animal,,NOUN,O,animal,
",",PUNCT,PUNCT,O,",",No
por,ADP,ADP,O,por,No
primera,Stop Word,ADJ,O,primero,No
vez,Stop Word,NOUN,O,vez,No
",",PUNCT,PUNCT,O,",",No
12,NUM,NUM,O,12,No
empleados,,NOUN,O,emplear,
concurrieron,,VERB,O,concurrir,
con,ADP,ADP,O,con,No
sus,DET,DET,O,su,No
perros,,NOUN,O,perro,
a,ADP,ADP,O,a,No
las,DET,DET,O,los,No
instalaciones,,NOUN,O,instalación,
de,ADP,ADP,O,de,No
la,DET,DET,O,lo,No
empresa,,NOUN,O,empresa,
.,PUNCT,PUNCT,O,.,No
"""",PUNCT,PUNCT,O,"""",No
Estamos,AUX,AUX,O,Estamos,No
evolucionando,,VERB,O,evolucionar,
de,ADP,ADP,O,de,No
a,ADP,ADP,O,a,No
poco,PRON,PRON,O,poco,No
.,PUNCT,PUNCT,O,.,No
Queremos,Name Entity,VERB,B,Queremos,No
analizar,,VERB,O,analizar,
bien,ADV,ADV,O,bien,No
cómo,PRON,PRON,O,cómo,No
fue,AUX,AUX,O,ser,No
la,DET,DET,O,lo,No
experiencia,,NOUN,O,experiencia,
para,ADP,ADP,O,parir,No
la,DET,DET,O,lo,No
gente,,NOUN,O,gente,
con,ADP,ADP,O,con,No
la,DET,DET,O,lo,No
idea,,NOUN,O,ideo,
de,ADP,ADP,O,de,No
incorporar,,VERB,O,incorporar,
esta,DET,DET,O,este,No
modalidad,,NOUN,O,modalidad,
con,ADP,ADP,O,con,No
el,DET,DET,O,el,No
tiempo,Stop Word,NOUN,O,tiempo,No
no,ADV,ADV,O,no,No
como,SCONJ,SCONJ,O,comer,No
una,DET,DET,O,uno,No
actividad,,NOUN,O,actividad,
de,ADP,ADP,O,de,No
un,DET,DET,O,uno,No
día,Stop Word,NOUN,O,día,No
sino,CONJ,CONJ,O,sino,No
como,SCONJ,SCONJ,O,comer,No
un,DET,DET,O,uno,No
programa,,NOUN,O,programar,
firme,,ADJ,O,firmar,
.,PUNCT,PUNCT,O,.,No
Pero,CONJ,CONJ,B,Pero,No
no,ADV,ADV,I,no,No
es,AUX,AUX,I,ser,No
fácil,Name Entity,ADJ,I,fácil,No
.,PUNCT,PUNCT,O,.,No
Una,DET,DET,B,Una,No
cosa,Name Entity,NOUN,I,coser,No
es,AUX,AUX,O,ser,No
traer,,VERB,O,traer,
perros,,NOUN,O,perro,
adiestrados,,ADJ,O,adiestrar,
y,CONJ,CONJ,O,y,No
otra,PRON,PRON,O,otro,No
perros,,NOUN,O,perro,
que,PRON,PRON,O,que,No
no,ADV,ADV,O,no,No
se,PRON,PRON,O,se,No
conocen,,VERB,O,conocer,
y,CONJ,CONJ,O,y,No
pretender,,VERB,O,pretender,
que,SCONJ,SCONJ,O,que,No
convivan,,VERB,O,convivir,
en,ADP,ADP,O,en,No
el,DET,DET,O,el,No
mismo,DET,DET,O,mismo,No
ambiente,,NOUN,O,ambientar,
"""",PUNCT,PUNCT,O,"""",No
",",PUNCT,PUNCT,O,",",No
señala,,VERB,O,señalar,
Medellin,PROPN,PROPN,B,Medellin,No
Vanesa,PROPN,PROPN,I,Vanesa,No
Helfenstein,PROPN,PROPN,I,Helfenstein,No
Krauss,PROPN,PROPN,I,Krauss,No
",",PUNCT,PUNCT,O,",",No
encargada,,ADJ,O,encargar,
Salud,PROPN,PROPN,B,Salud,No
Animal,PROPN,PROPN,I,Animal,No
para,ADP,ADP,O,parir,No
Latinoamérica,PROPN,PROPN,B,Latinoamérica,No
de,ADP,ADP,I,de,No
Bayer,PROPN,PROPN,I,Bayer,No
.,PUNCT,PUNCT,O,.,No
En,ADP,ADP,B,En,No
el,DET,DET,I,el,No
edificio,Name Entity,NOUN,I,edificio,No
de,ADP,ADP,I,de,No
la,DET,DET,I,lo,No
firma,Name Entity,NOUN,I,firmar,No
ubicado,Name Entity,ADJ,I,ubicar,No
en,ADP,ADP,I,en,No
Munro,PROPN,PROPN,B,Munro,No
hay,AUX,AUX,O,haber,No
unos,PRON,PRON,O,uno,No
400,NUM,NUM,O,400,No
empleados,,NOUN,O,emplear,
",",PUNCT,PUNCT,O,",",No
y,CONJ,CONJ,O,y,No
unos,DET,DET,O,uno,No
1000,,NOUN,O,1000,
en,ADP,ADP,O,en,No
todo,DET,DET,O,todo,No
el,DET,DET,O,el,No
país,,NOUN,O,país,
.,PUNCT,PUNCT,O,.,No
"""",PUNCT,PUNCT,O,"""",No
Somos,AUX,AUX,B,Somos,No
muchos,PRON,PRON,O,mucho,No
pero,CONJ,CONJ,O,pero,No
estas,DET,DET,O,este,No
actividades,,NOUN,O,actividad,
nos,PRON,PRON,O,no,No
unieron,,VERB,O,unir,
.,PUNCT,PUNCT,O,.,No
Se,PRON,PRON,B,Se,No
generó,Name Entity,VERB,I,generar,No
un,DET,DET,I,uno,No
buen,Stop Word,ADJ,I,bueno,No
clima,,NOUN,O,clima,
de,ADP,ADP,O,de,No
trabajo,Stop Word,NOUN,O,trabajar,No
y,CONJ,CONJ,O,y,No
una,DET,DET,O,uno,No
mayor,Stop Word,ADJ,O,mayor,No
sensación,,NOUN,O,sensación,
de,ADP,ADP,O,de,No
pertenencia,,NOUN,O,pertenencia,
-,PUNCT,PUNCT,O,-,No
dice,Stop Word,VERB,O,decir,No
Medellin,PROPN,PROPN,B,Medellin,No
-,PUNCT,PUNCT,O,-,No
.,PUNCT,PUNCT,O,.,No
A,ADP,ADP,O,A,No
partir,Stop Word,NOUN,O,partir,No
de,ADP,ADP,O,de,No
las,DET,DET,O,los,No
visitas,,NOUN,O,visitar,
de,ADP,ADP,O,de,No
Bacalán,PROPN,PROPN,B,Bacalán,No
del,ADP,ADP,O,del,No
año,,NOUN,O,año,
pasado,Stop Word,ADJ,O,pasar,No
",",PUNCT,PUNCT,O,",",No
se,PRON,PRON,O,se,No
comunicó,,VERB,O,comunicar,
con,ADP,ADP,O,con,No
nosotros,PRON,PRON,O,nosotros,No
gente,,NOUN,O,gente,
de,ADP,ADP,O,de,No
otras,DET,DET,O,otro,No
áreas,,NOUN,O,área,
para,ADP,ADP,O,parir,No
sumarse,,NOUN,O,sumarse,
a,ADP,ADP,O,a,No
lo,DET,DET,O,el,No
que,PRON,PRON,O,que,No
hacemos,Stop Word,VERB,O,hacer,No
.,PUNCT,PUNCT,O,.,No
La,DET,DET,O,La,No
gente,,NOUN,O,gente,
que,PRON,PRON,O,que,No
trabaja,Stop Word,VERB,O,trabajar,No
acá,ADV,ADV,O,acá,No
quedó,Stop Word,VERB,O,quedar,No
enamorada,,ADJ,O,enamorar,
de,ADP,ADP,O,de,No
la,DET,DET,O,lo,No
idea,,NOUN,O,ideo,
de,ADP,ADP,O,de,No
poder,AUX,AUX,O,poder,No
tener,Stop Word,VERB,O,tener,No
un,DET,DET,O,uno,No
animal,,NOUN,O,animal,
en,ADP,ADP,O,en,No
la,DET,DET,O,lo,No
oficina,,NOUN,O,oficina,
"""",PUNCT,PUNCT,O,"""",No
.,PUNCT,PUNCT,O,.,No
"""",PUNCT,PUNCT,O,"""",No
ARTICLE0057,Name Entity,NOUN,B,ARTICLE0057,No
",",PUNCT,PUNCT,O,",",No
La,DET,DET,B,La,No
culpa,Name Entity,NOUN,I,culpar,No
no,ADV,ADV,I,no,No
es,AUX,AUX,I,ser,No
del,ADP,ADP,I,del,No
sushi,Name Entity,NOUN,I,sushi,No
",",PUNCT,PUNCT,O,",",No
"""",PUNCT,PUNCT,O,"""",No
Carolina,PROPN,PROPN,B,Carolina,No
Aguirre,PROPN,PROPN,I,Aguirre,No
Cada,PROPN,PROPN,I,Cada,No
vez,Stop Word,NOUN,O,vez,No
que,SCONJ,SCONJ,O,que,No
me,PRON,PRON,O,me,No
doy,,VERB,O,dar,
una,DET,DET,O,uno,No
vuelta,,NOUN,O,volver,
por,ADP,ADP,O,por,No
los,DET,DET,O,lo,No
comentarios,,NOUN,O,comentario,
que,PRON,PRON,O,que,No
dejan,,VERB,O,dejar,
en,ADP,ADP,O,en,No
reseñas,,NOUN,O,reseñar,
de,ADP,ADP,O,de,No
restaurantes,,NOUN,O,restaurante,
o,CONJ,CONJ,O,o,No
notas,,NOUN,O,noto,
sobre,ADP,ADP,O,sobrar,No
tendencias,,NOUN,O,tendencia,
gastronómicas,,ADJ,O,gastronómico,
",",PUNCT,PUNCT,O,",",No
me,PRON,PRON,O,me,No
asombra,,VERB,O,asombrar,
el,DET,DET,O,el,No
odio,,NOUN,O,odiar,
que,PRON,PRON,O,que,No
despiertan,,VERB,O,despertar,
algunas,DET,DET,O,alguno,No
modas,,NOUN,O,moda,
en,ADP,ADP,O,en,No
los,DET,DET,O,lo,No
lectores,,NOUN,O,lector,
.,PUNCT,PUNCT,O,.,No
Por,ADP,ADP,B,Por,No
cada,DET,DET,I,cada,No
nota,Name Entity,NOUN,I,noto,No
de,ADP,ADP,I,de,No
sushi,Name Entity,ADJ,I,sushi,No
fusión,,NOUN,O,fusión,
",",PUNCT,PUNCT,O,",",No
de,ADP,ADP,O,de,No
bagels,,NOUN,O,bagels,
",",PUNCT,PUNCT,O,",",No
o,CONJ,CONJ,O,o,No
de,ADP,ADP,O,de,No
cocina,,NOUN,O,cocinar,
nikkei,,VERB,O,nikkei,
",",PUNCT,PUNCT,O,",",No
hay,AUX,AUX,O,haber,No
diez,NUM,NUM,O,diez,No
",",PUNCT,PUNCT,O,",",No
veinte,NUM,NUM,O,veinte,No
y,CONJ,CONJ,O,y,No
a,ADP,ADP,O,a,No
veces,Stop Word,NOUN,O,vez,No
más,ADV,ADV,O,más,No
foristas,,NOUN,O,foristas,
indignados,,ADJ,O,indignar,
que,PRON,PRON,O,que,No
reclaman,,VERB,O,reclamar,
"""",PUNCT,PUNCT,O,"""",No
terminar,,VERB,O,terminar,
con,ADP,ADP,O,con,No
esta,DET,DET,O,este,No
estupidez,,NOUN,O,estupidez,
inmediatamente,ADV,ADV,O,inmediatamente,No
"""",PUNCT,PUNCT,O,"""",No
.,PUNCT,PUNCT,O,.,No
A,ADP,ADP,B,A,No
algunos,PRON,PRON,I,alguno,No
parece,AUX,AUX,I,parecer,No
molestarles,Name Entity,ADJ,I,molestarles,No
el,DET,DET,I,el,No
precio,Name Entity,NOUN,I,preciar,No
",",PUNCT,PUNCT,O,",",No
a,ADP,ADP,O,a,No
otros,DET,DET,O,otro,No
la,DET,DET,O,lo,No
inclusión,,NOUN,O,inclusión,
de,ADP,ADP,O,de,No
ingredientes,,NOUN,O,ingrediente,
extranjeros,,ADJ,O,extranjero,
en,ADP,ADP,O,en,No
nuestro,DET,DET,O,nuestro,No
menú,,NOUN,O,menú,
",",PUNCT,PUNCT,O,",",No
aunque,SCONJ,SCONJ,O,aunque,No
la,DET,DET,O,lo,No
gran,Stop Word,ADJ,O,gran,No
mayoría,,NOUN,O,mayoría,
concentra,,VERB,O,concentrar,
sus,DET,DET,O,su,No
reclamos,,NOUN,O,reclamo,
en,ADP,ADP,O,en,No
el,DET,DET,O,el,No
temor,,NOUN,O,temor,
de,ADP,ADP,O,de,No
que,SCONJ,SCONJ,O,que,No
estos,DET,DET,O,este,No
nuevos,Stop Word,ADJ,O,nuevo,No
productos,,NOUN,O,producto,
amenacen,,VERB,O,amenazar,
su,DET,DET,O,su,No
cultura,,NOUN,O,cultura,
",",PUNCT,PUNCT,O,",",No
sus,DET,DET,O,su,No
tradiciones,,NOUN,O,tradición,
.,PUNCT,PUNCT,O,.,No
No,ADV,ADV,B,No,No
quieren,Name Entity,VERB,I,querer,No
que,SCONJ,SCONJ,I,que,No
la,DET,DET,I,lo,No
apreciación,Name Entity,NOUN,I,apreciación,No
popular,Name Entity,ADJ,I,popular,No
los,PRON,PRON,O,lo,No
instale,,VERB,O,instalar,
y,CONJ,CONJ,O,y,No
haga,,VERB,O,hacer,
tambalear,,VERB,O,tambalear,
la,DET,DET,O,lo,No
mesa,,NOUN,O,mesar,
del,ADP,ADP,O,del,No
domingo,,NOUN,O,domingo,
tal,Stop Word,NOUN,O,tal,No
cual,PRON,PRON,O,cual,No
la,PRON,PRON,O,lo,No
conocen,,VERB,O,conocer,
.,PUNCT,PUNCT,O,.,No
"""",PUNCT,PUNCT,O,"""",No
Déjense,PROPN,PROPN,B,Déjense,No
de,ADP,ADP,O,de,No
joder,PROPN,PROPN,O,joder,No
con,ADP,ADP,O,con,No
esta,DET,DET,O,este,No
boludez,,NOUN,O,boludez,
del,ADP,ADP,O,del,No
sushi,,NOUN,O,sushi,
",",PUNCT,PUNCT,O,",",No
no,ADV,ADV,O,no,No
hay,AUX,AUX,O,haber,No
nada,PRON,PRON,O,nadar,No
como,SCONJ,SCONJ,O,comer,No
una,DET,DET,O,uno,No
buena,Stop Word,ADJ,O,bueno,No
milanesa,,NOUN,O,milanés,
"""",PUNCT,PUNCT,O,"""",No
",",PUNCT,PUNCT,O,",",No
"""",PUNCT,PUNCT,O,"""",No
Me,PRON,PRON,B,Me,No
dan,Stop Word,VERB,I,dar,No
pena,Name Entity,NOUN,I,penar,No
",",PUNCT,PUNCT,O,",",No
les,PRON,PRON,O,les,No
cobran,,VERB,O,cobrar,
arroz,,NOUN,O,arroz,
y,CONJ,CONJ,O,y,No
pescado,,NOUN,O,pescar,
crudo,,ADJ,O,crudo,
a,ADP,ADP,O,a,No
precio,,NOUN,O,preciar,
de,ADP,ADP,O,de,No
